time,-p1,-p10,-p11,-p12,-p13,-p14,-p15,-p16,-p17,-p18,-p19,-p2,-p20,-p3,-p4,-p5,-p6,-p7,-p8,-p9,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p99
500,853.92831642351,850.87664068579,840.64360782712,820.06733754997,784.2015765342,727.03406808494,642.77120323915,527.61017512854,381.58537303863,209.8089166466,22.430806801389,20.497934842598,18.536084636085,16.547691644356,14.535327360355,12.501687916764,10.449581487779,8.3819145933878,6.3016774313117,4.2119283750693,2.1157777877328,1.9056812019151,1.6951187756108,1.4841412133551,1.2727995900614,1.061145306069,0.84923004165678,0.63710571109494,0.42482441631215,0.2124384002525,0
510,853.03846997377,849.82416625555,839.11300690217,817.78558283814,781.00149945073,722.94220274019,638.08523162032,522.91353994183,377.65636578609,207.42371523938,22.1188818949,20.209085999267,18.271710142236,16.309091631493,14.323691790543,12.318085446963,10.294949359305,8.2570496805865,6.2072285687728,4.1483900659003,2.0834853776983,1.8765388848403,1.6691513644799,1.4613708644535,1.2532457678477,1.0448247522696,0.83615674864767,0.62729089963126,0.41827651765274,0.20916304271903,0
520,852.09958418027,848.72394729503,837.54063915327,815.47762542317,777.80440725757,718.8948036458,633.48795580721,518.33620656259,373.84696833991,205.12043508337,21.821216231257,19.933657438941,18.019798936962,16.081886704404,14.1222801367,12.143442319634,10.14792936796,8.1383789156558,6.1174978556361,4.0880494364724,2.0528398322731,1.848886022626,1.6445137229598,1.4397685648438,1.2346964843082,1.0293436848172,0.8237565998318,0.61798185501936,0.41206623016851,0.20605662086674,0
530,851.11199396682,847.57665019636,835.92795340527,813.14557758923,774.61225007366,714.89237197355,628.97733724021,513.87351455331,370.15127676184,202.89438755617,21.536661750978,19.670552286684,17.779318808824,15.865122134603,13.930227119289,11.976993634623,10.007866720608,8.0253659878413,6.0320743575211,4.0306262347564,2.0236952174393,1.8225903936402,1.6210876168507,1.4192303139975,1.2170621894041,1.0146271910221,0.81196947630122,0.60913337775014,0.40616336823736,0.20310402608397,0
540,850.07613906813,846.38301356454,834.27638245254,810.79142471542,771.42677656403,710.93523468767,624.55131900617,509.52101501385,366.56377170529,200.74125121933,21.264197151837,19.418796134382,17.549353911565,15.657951723886,13.74676652775,11.818062607178,9.8741824525441,7.9175369757766,5.9505951394442,3.9758730843981,1.9959228470553,1.7975354223001,1.5987688178276,1.3996644427331,1.2002639596504,1.0006092538573,0.80074240206358,0.60070564092635,0.40054133533579,0.20029194651805,0
550,848.99255403602,845.14383959271,832.58733933819,808.4170306376,768.24954971018,707.02356490989,620.20783797259,505.2744621324,363.07928855239,198.6570363741,21.002911236332,19.177520830524,17.329089262255,15.459623266431,13.571217887103,11.666048660083,9.7463631438039,7.8144718607934,5.8727387189494,3.9235709879919,1.9694089121631,1.7736180268735,1.5774651755251,1.3809899147732,1.1842320337168,0.98723152554888,0.79002855892538,0.59266344909265,0.39517662881299,0.19760861912801,0
560,847.86185860832,843.85998594308,830.86221428078,806.02414324206,765.08196168419,703.15740023889,615.94483489758,501.12980451598,359.69299000517,196.63805348584,20.751988652399,18.945950611729,17.117797488809,15.269466128677,13.402975074049,11.520417263932,9.6239521512438,7.7157972950737,5.7982194897743,3.8735254986421,1.9440524640564,1.7507467886396,1.5570949776529,1.3631348821709,1.1689045670065,0.97444228461934,0.77978644877443,0.58497560798746,0.39004841879042,0.19504361885369,0
570,846.68474851898,842.53235816493,829.10237218762,803.61440020074,761.92524784459,699.33665923497,611.76026283087,497.0831764754,356.40034096355,194.68088504213,20.51069768143,18.723390236276,16.914827499381,15.086880637323,13.241496595466,11.380691264286,9.5065421259647,7.621180431735,5.7267829657063,3.8255634556808,1.9197636955748,1.728840391909,1.5375855528386,1.3460354546485,1.1542265707256,0.96219554747757,0.76997918002947,0.57761438773022,0.38513818949974,0.19258767904833,0
580,845.46198680321,841.16190266424,827.30915069437,801.18933477094,758.78049987659,695.56115625803,607.65209407275,493.13088939704,353.19708552449,192.78236045778,20.278379775224,18.509214826683,16.719594791414,14.911329009073,13.086297283734,11.24644347524,9.3937686244104,7.5303236576011,5.6582017209828,3.7795301990239,1.8964624749899,1.7078262933948,1.5188720789532,1.3296346499847,1.1401490070714,0.95045031077138,0.76057385913381,0.57055506504507,0.3804294334323,0.19023253835316,0
590,844.1943955672,839.7496001622,825.48385860835,798.75038152993,755.64867803962,691.83061476257,603.61832585193,489.26942323541,350.07922587728,190.93953361665,20.054440535974,18.302861121186,16.531573111522,14.742327550292,12.936941159865,11.117290320267,9.285304628275,7.4429600786642,5.5922719129466,3.735287184439,1.8740770920471,1.6876395842961,1.5008965641515,1.3138814966253,1.1266280157161,0.93916990372885,0.75154107041908,0.56377553198411,0.37590738992786,0.18797080982357,0
600,842.88284829634,838.29645969027,823.62777475666,796.2988820462,752.53062260818,688.14467925532,599.65698496905,485.49541825357,347.04300299551,189.14966280421,19.838341971073,18.10381996927,16.35028730745,14.579439976164,12.793035323684,10.992886388256,9.1808558520061,7.3588496540894,5.5288103043307,3.6927099417002,1.852543184647,1.668222016359,1.4836069747933,1.2987302656864,1.1136242518486,0.92832143392794,0.74285443101506,0.55725596111238,0.37155882148881,0.18579586894336,0
610,841.52826264523,836.80351304381,821.74214712542,793.8360903808,749.4270644765,684.50292598713,595.76613150432,481.80566699881,344.08487891707,187.41019269612,19.629595786074,17.911629839192,16.175307149043,14.42227163988,12.654224680415,10.872919739888,9.0801567018557,7.2777758699376,5.4676517030163,3.6516863201152,1.8318028174968,1.6495211659644,1.4669564870557,1.2841398119617,1.1011023182271,0.91787531181454,0.73449020902547,0.55097851829864,0.36737182190614,0.18370175756716,0
620,840.13159375317,835.27180972131,819.82819229095,791.36317843108,746.33863500907,680.90487254665,591.9438617733,478.19710659427,341.20152052134,185.71873821395,19.427757600153,17.725871224393,16.006242009484,14.270464568917,12.520187407127,10.757107872788,8.9829668014569,7.199542879146,5.4086467608368,3.6121149803549,1.8118036904229,1.6314897159027,1.4509028439499,1.2700730077765,1.089030277274,0.90780484225092,0.72642699554301,0.5449271160114,0.36333565144904,0.18168310141285,0
630,838.69382805576,833.70241230735,817.88709508229,788.88124107153,743.26587515495,677.3499864452,588.18831062805,474.66681134843,338.38978465712,184.07307001791,19.232421933166,17.54616180096,15.842736264679,14.123693174714,12.390631036829,10.645194238833,8.8890679949025,7.1239730358332,5.3516600766535,3.5739040952689,1.7924984568276,1.6140848371354,1.4354078019008,1.2564962557406,1.0773792311948,0.89808587302915,0.71864542241958,0.53908720103808,0.35944059505408,0.17973503906893,0
640,837.21597755247,832.09639224932,815.9200084135,786.39130104764,740.20924383878,673.83769276581,584.49765317786,471.21198566909,335.64670447819,182.47110142598,19.043217832747,17.372152207447,15.684465287364,13.981660519997,12.265289054408,10.536945219999,8.7982617475305,7.0509047588811,5.2965685540712,3.5369702259747,1.7738441348336,1.5972676547409,1.4204366527666,1.2433790679815,1.0661229594332,0.88869649141407,0.71112791862376,0.53344557124077,0.355677839918,0.1778531607176,0
650,835.69907458048,830.4548260715,813.92805332232,783.89431367912,737.16912573593,670.36738103375,580.87010608281,467.82995735486,332.96947694656,180.9108766677,18.859805102097,17.203522408838,15.531131999162,13.844095108366,12.143917969771,10.432147526378,8.7103669068241,6.9801906900557,5.2432599848671,3.5012373521093,1.7558015990545,1.5810027869658,1.4059578112783,1.2306937029635,1.0552376057377,0.87961676221039,0.70385849993626,0.52799021738429,0.35203936983823,0.1760334552414,0
660,834.14416700048,828.77879192776,811.91231911427,781.39117129182,734.14583839741,666.93841131554,577.30392841957,464.51817118986,330.3554513316,179.39056025335,18.68187098423,17.039978503316,15.382463844915,13.71074806927,12.02629475398,10.330605921353,8.625217749579,6.9116960903842,5.1916318172319,3.4666360295164,1.7383351398506,1.5652579455816,1.3919424574233,1.2184148507279,1.0447014069933,0.87082850081583,0.69682258675372,0.52271018611601,0.34851787368822,0.17427226440754,0
670,832.55231381613,827.06936651163,809.87386363213,778.88270741965,731.13963880697,663.55011966305,573.79742222509,461.27418288042,327.8021186578,177.90842737774,18.509127273648,16.881249943931,15.238210162912,13.581390713532,11.912214614431,10.232141247362,8.5426622860609,6.8452974472056,5.141590085797,3.4331026586666,1.7214120806944,1.5500035889574,1.3783642260239,1.2065193596919,1.0344944578689,0.86231507625921,0.69000684597157,0.51759546105756,0.34510666599236,0.17256624310934,0
680,830.92458118932,825.32762228507,807.81371361589,776.36970076281,728.15072939364,660.20182295405,570.34893275704,458.09565331138,325.30710200448,176.46285523298,18.341307783092,16.727087104312,15.098139882689,13.455812394825,11.801489049489,10.136588701019,8.4625607798659,6.7808812593069,5.093048479001,3.4005788473326,1.70500244513,1.5352126201424,1.3651989366229,1.1949859989476,1.0245985060657,0.8540612398617,0.68339905344541,0.51263685937779,0.34179961784444,0.17091232478653,0
690,829.26203883766,823.55462501215,805.73286514539,773.85287891582,725.17926354651,656.89282319846,566.95684852604,454.98034312147,322.86814759185,175.05231514225,18.178166124173,16.577259148411,14.962039512394,13.333818641764,11.693944150633,10.043796328261,8.3847844566259,6.7183429771807,5.0459275256794,3.3690108548692,1.6890786665165,1.5208601237547,1.3524243581051,1.1837952511408,1.0149967739174,0.84605297595661,0.67698797416398,0.50782594168683,0.33859109672458,0.16930769129978,0
700,827.56575679509,821.75143157977,803.63228415554,771.33292187587,722.22535067151,653.62241136915,563.6196011434,451.92610759074,320.48311659001,173.67536543286,18.019473762229,16.431552165652,14.829711378647,13.215229525679,11.589419119734,9.9536237105989,8.3092143768531,6.657586078106,5.0001538852285,3.3383491073297,1.6736153348472,1.5069231364899,1.3400200034049,1.1729291318329,1.005673802806,0.83827737170477,0.67076325775328,0.50315493346087,0.33547591401887,0.16774974666152,0
710,825.8368024723,819.91908804385,801.51290697108,768.81046529871,719.28906078411,650.3898707654,560.3356649772,448.93089178712,318.14997754846,172.33064493056,17.865018277312,16.289767504902,14.700972055151,13.099878204552,11.487764947814,9.8659407972008,8.2357404369893,6.5985212483371,4.9556597211132,3.3085477702146,1.65858897422,1.4933804454921,1.3279669491976,1.162371030891,0.99661531658492,0.83072250283694,0.66471534677923,0.49861665609867,0.33244927897563,0.16623609398959,0
720,824.07623805295,818.05862793935,799.37564090899,766.28610356976,716.37042872913,647.19448001231,557.10355670411,445.9927260177,315.86679944793,171.01686706891,17.714601850438,16.151720326435,14.575650998634,12.987609660197,11.38884326937,9.7806268902816,8.1642604989278,6.5410656690463,4.912382153143,3.2795643746042,1.6439778479216,1.4802124117209,1.3162476779289,1.1521055735172,0.98780810190409,0.8233773335321,0.65883539639269,0.49420446650492,0.329506758356,0.16476451531107,0
730,822.28511817369,816.17107080494,797.22136490947,763.76039266972,713.46945802781,644.03551570544,553.92183475102,443.10972154091,313.63174529364,169.73281452234,17.568039920882,16.017238318777,14.453589341126,12.878279581028,11.292525349664,9.6975697496977,8.0946796232878,6.4851423881394,4.8702627759986,3.2513594887011,1.6297617873078,1.4674008148987,1.3048459391553,1.1421184982748,0.97923990317961,0.81623162855105,0.6531152038127,0.48991220407201,0.32664424102618,0.1633329538396,0
740,820.46448784765,814.25742088517,795.05093016858,761.23385282571,710.58612436227,640.91225471781,550.78909862804,440.2800665069,311.44306618387,168.47733429002,17.425159978045,15.886160544947,14.334638804745,12.771753358899,11.198691176346,9.6166647914634,8.026909385017,6.4306797607712,4.8292472311929,3.2238964263183,1.6159220403363,1.4549287163229,1.2937466269053,1.1323965492401,0.97089932975065,0.80927587558287,0.64754714601694,0.48573414383856,0.3238579066775,0.1619394983198,0
750,818.6153806524,812.3186660343,792.86516080736,758.70697099946,707.72037876535,637.8239762427,547.70398821175,437.50202215383,309.29909585246,167.24933322637,17.285800503702,15.758336433883,14.218660754317,12.667905214248,11.10722866752,9.5378143876783,7.9608672736163,6.3776109579623,4.7892848305868,3.1971409902187,1.6024411380537,1.4427803379195,1.2829356715458,1.1229273809027,0.96277577400429,0.80250121676083,0.64212412478739,0.48166495517616,0.32114419823798,0.16058236921916,0
760,816.7388171427,810.35577678571,790.6648545516,756.18020320254,704.8721505209,634.76996358105,544.6651829732,434.77391922647,307.19824562631,166.04777395496,17.149810028348,15.633624881501,14.10552535358,12.56661741729,11.018032967061,9.4609272444608,7.8964761612967,6.325873531437,4.7503282232594,3.1710612451438,1.589302776612,1.4309409553765,1.2723999442461,1.1136994741479,0.95485933904705,0.79589938816657,0.63683951816802,0.47769966529758,0.31849979750366,0.15925990653139,0
770,814.83580344448,808.36970554669,788.45078339231,753.65397662352,702.04134977276,631.74950567469,541.6714011381,432.09415457873,305.13899973751,164.871671102,17.017046269116,15.511893429805,13.995110795131,12.467779578049,10.931005803507,9.385917837912,7.8336638225697,6.275409021722,4.7123330962221,3.1456273143594,1.5764917118797,1.4193968027368,1.2621271717243,1.1047020613154,0.94714077421036,0.78946266590161,0.6316871372017,0.47383362673898,0.31592160342667,0.15797055891047,0
780,812.90733007476,806.36138596679,786.22369428501,751.12869163928,699.22786992642,628.7618984708,538.72139885182,429.46118800995,303.11991101946,163.7200878808,16.887375387268,15.393017561407,13.887302639702,12.371288037515,10.84605493945,9.3127059270592,7.7723625164665,6.226162615654,4.675257911951,3.1208112007384,1.5639936664241,1.4081349881455,1.2521058609302,1.0959250599654,0.93961141803351,0.78318381840003,0.62666118766705,0.47006248859642,0.31340671290793,0.15671287405747,0
790,810.95437089894,804.33173239455,783.98430981223,748.60472364757,696.43158979125,625.80644606676,535.81396928591,426.8735392502,301.13959688616,162.59213292176,16.760671293772,15.27688003948,13.781993197941,12.27704529844,10.763093658259,9.241216103284,7.7125086037474,6.1780828346538,4.6390636706272,3.0965866253035,1.5517952460089,1.3971434182752,1.2423252315281,1.0873590135387,0.93226314720432,0.77705606373968,0.62175623583584,0.46638217079047,0.31095240361482,0.1554854901218,0
800,808.97788227663,802.28163947726,781.73332887309,746.08242479707,693.65237554876,622.88246172116,532.94794176031,424.32978515011,299.19673563387,161.48695739048,16.636815050139,15.163370339628,13.679080999301,12.184959536778,10.682040322971,9.1713774006231,7.65404221293,6.1311212611801,4.6037137006817,3.0729288845766,1.5398838655502,1.3864107312759,1.232775155971,1.0789950386689,0.92508833121043,0.77107303171924,0.61696717804785,0.46278884119654,0.30855611871036,0.15428712805844,0
810,806.97880232464,800.21198183531,779.47142734018,743.56212556625,690.89008250686,619.98926869075,530.12218083018,421.82855700666,297.29006298411,160.40375231038,16.515694307638,15.052384117915,13.578470294646,12.094944144391,10.602817964411,9.1031229344976,7.5969069335507,6.0852322890804,4.5691734684912,3.0498147214307,1.5282476824036,1.3759262364087,1.22344610558,1.0708247777996,0.91807979157439,0.76522872978039,0.61228921337839,0.45927889510453,0.30621545314029,0.15311658476567,0
820,804.95805032089,798.12361383816,777.19925871918,741.04413623705,688.14455669349,617.12620094624,527.33558537996,419.36853805198,295.41836888257,159.34174610712,16.397202810405,14.943822740258,13.480070616802,12.006917325301,10.525353917249,9.0363895812683,7.5410495427432,6.0403729003905,4.5354104079296,3.0272222092937,1.5168755364951,1.3656798598644,1.2143291021465,1.0628403566521,0.91123076526046,0.75951751241674,0.6077178191019,0.45584893677944,0.30392814132232,0.15197272692441,0
830,802.91652623936,796.01736947508,774.91745481208,738.52874827364,685.41563630679,614.29260378337,524.58708773148,416.94846109785,293.58049453641,158.30020235784,16.281239956288,14.837592867258,13.38379639346,11.920801740474,10.449579500116,8.9711176963616,7.4864197641318,5.9965024680813,4.5023937694511,3.0051306494331,1.5057568970605,1.3556620965427,1.2054156748397,1.055034346343,0.90453487207246,0.75393405391252,0.60324872882227,0.45249576302358,0.30169204617073,0.15085448550534,0
840,800.85511035383,793.89406226088,772.62662633177,736.01623556327,682.70315298444,611.48783429084,521.87565271889,414.56710627562,291.77532962089,157.27841767513,16.167710369235,14.733606049172,13.289566569028,11.836524160715,10.375429703633,8.907250841977,7.4329700382235,5.9535825701925,4.4700944790192,2.9835204756024,1.4948818136964,1.345863965802,1.1966978207163,1.0473997287073,0.89798608483877,0.74847332343151,0.59887791250076,0.44921634817235,0.29950514908156,0.149760850758,0
850,798.77466298817,791.75448525743,770.32736355544,733.50685561459,680.00693299347,608.71126177517,519.200276822,412.22329895168,290.00180972623,156.27571980194,16.056523551944,14.631778398674,13.197304300414,11.754015188022,10.302842939351,8.8447355644087,7.3806553301408,5.911576831599,4.4384850165867,2.9623731711229,1.4842408732471,1.3362769724115,1.1881679698157,1.0399298656068,0.89157870299402,0.74313056292362,0.59460155873047,0.44600783077041,0.29736554103583,0.14869086775807,0
860,796.67602430543,789.59941110536,768.02023691795,731.00085062233,677.3267982535,605.9622680543,516.55998726229,409.91590771194,288.25891393227,155.29146580127,15.94759353136,14.532030255544,13.106936644323,11.673208968873,10.231760782456,8.7835211702247,7.329432941652,5.8704507722344,4.4075393010822,2.9416711912281,1.4738251599928,1.3268930705677,1.1798189530513,1.032618470738,0.88530732834223,0.73790126687582,0.59041605850287,0.44286750137652,0.29527141445992,0.1476436323347,0
870,794.56001420854,787.4295921414,765.70579762638,728.49844848646,674.66256728636,603.24024771136,513.95384114559,407.64384249001,286.545662578,154.32504041329,15.840838564113,14.434285909388,13.018394299722,11.594042958629,10.162127759915,8.7235595390751,7.279262350319,5.8301716752181,4.377232589448,2.9213978943717,1.4636262200936,1.3177046317129,1.171643973462,1.0254595843675,0.87916684331957,0.73278116414048,0.58631799063297,0.43979279161057,0.29322105591328,0.14661828741132,0
880,792.4274322832,785.24576053379,763.38457823396,725.99986373038,672.01405604012,600.5446082553,511.38092459182,405.40605277033,284.86111515242,153.37585450453,15.736180845833,14.338473325282,12.931611352482,11.516457687756,10.093891140832,8.6648049410021,7.2301050555633,5.7907084622972,4.3475413821317,2.9015374783703,1.453636028835,1.3087044149302,1.1636365797943,1.0184475501367,0.87315239105295,0.7277662012751,0.58230410840337,0.4367812641204,0.29121283939171,0.14561401965484,0
890,790.27905782278,783.04862847794,761.05709322067,723.50529837137,669.38107864423,597.87477024369,508.84035190055,403.20152590751,283.20436834217,152.44334364838,15.633546262332,14.244523909798,12.846525058253,11.440396563366,10.02700075818,8.6072138793797,7.1819244442302,5.7520315839237,4.3184433390896,2.8820749233443,1.4438469611618,1.2998855402829,1.1557906426926,1.0115769941423,0.86725935736565,0.7228525275022,0.57837132750269,0.43383060351839,0.28924522027707,0.14463005644814,0
900,788.1156499007,780.8388884195,758.72383955253,721.01494272062,666.76344807601,595.23016734648,506.33126472577,401.02928552779,281.574554198,151.52696679852,15.532864155474,14.152372290727,12.763075637975,11.365805682339,9.9614088412693,8.5507449443831,7.134685666363,5.7141129182923,4.2899172029329,2.8629959396513,1.4342517648723,1.2912414645721,1.1481003330566,1.0048428059264,0.86148335442893,0.71803648104735,0.57451671507092,0.43093860815082,0.28731672984296,0.14366566314071,0
910,785.93794748544,778.61721330182,756.3852972209,718.52897611911,664.16097674762,592.61024635841,503.85283126215,398.88839000848,279.9708384116,150.62620504842,15.434067104044,14.061956110876,12.681206086444,11.292633656399,9.897069858974,8.4953586760319,7.0883555193735,5.6769256774343,4.261942727616,2.8442869196926,1.4248435359096,1.2827659590057,1.1405601021171,0.99824012098464,0.85582020572545,0.71331457657797,0.57073747963034,0.42810318253433,0.28542597020709,0.14272014052328,0
920,783.74666960695,776.38425684819,754.04192977649,716.04756762849,661.5734770348,590.01446718009,501.40424545798,396.77793104467,278.39241870847,149.74056048451,15.337090729756,13.973215845996,12.600862003657,11.220831458264,9.8339403818875,8.4410174431946,7.0429023448585,5.6404443230664,4.2345006142562,2.8259348943904,1.4156156959451,1.2744530889256,1.1331646633372,0.99176430486999,0.85026593237919,0.70868349378002,0.56703096192609,0.42532233047416,0.28357160973732,0.141792822529,0
930,781.54251554903,774.14065385496,751.69418483763,713.57087666071,659.00076173356,587.44230275234,498.98472623494,394.69703227789,276.83852332856,148.86955510487,15.24187350979,13.886094628544,12.521991431368,11.15035227248,9.771978948901,8.387685327387,6.9982959306198,5.6046444873123,4.2075724510107,2.8079274926007,1.4065619716045,1.2662971950368,1.1259089756685,0.9854109384954,0.84481674052358,0.70414006680715,0.56339462646962,0.42259414871253,0.28175237881307,0.14088307411283,0
940,779.32616509114,771.88702052036,749.34249460151,711.09905357868,656.4426444786,584.8932389767,496.59351674339,392.64484801059,275.3084096153,148.01272982678,15.148356617273,13.800538098367,12.444544715028,11.081151369544,9.7111459542069,8.3353280231653,6.9545074253575,5.5695029029246,4.1811406597467,2.7902529048872,1.3976763757659,1.258292876488,1.1187882284417,0.97917580485985,0.83946900988417,0.69968127473841,0.55982605388661,0.41991682117891,0.27996706598698,0.13999028933092,0
950,777.09827875899,769.62395476966,746.98727632185,708.63224023497,653.89894009255,582.36677458957,494.22988361687,390.62056196558,273.80136267032,147.1696435393,15.056483758555,13.716494249801,12.36847436209,11.013185976778,9.6514035321595,8.283912738373,6.911509255011,5.5349973358534,4.1551884450457,2.7728998491748,1.3889531900346,1.2504349750454,1.1117978272547,0.97305487666591,0.83421928313896,0.69530423269329,0.55632293379678,0.4172886136427,0.27821451441662,0.13911388955537,0
960,774.85949811688,767.35203661085,744.62893279027,706.17057048894,651.36946490759,579.86242103048,491.89311626288,388.62338612358,272.3166941039,146.33987223427,14.966201036894,13.633913304247,12.293734924349,10.946415171176,9.5927154611732,8.2334081094272,6.8692750501916,5.5011065259053,4.1296997488758,2.7558575399843,1.3803869488897,1.2427185607525,1.1049333811706,0.96704430507545,0.82906425624914,0.69100618375189,0.55288305833557,0.41470786884601,0.27649361861565,0.13825332184861,0
970,772.61044606549,765.0718284856,742.26785278887,703.71417067241,648.85403703112,577.37970227509,489.58252615721,386.65255960228,270.85374084334,145.5230081769,14.87745681389,13.552747580146,12.220282877557,10.880799769741,9.5350470658889,8.1837841165093,6.8277795750558,5.4678101294172,4.1046592072441,2.7391156592446,1.371972424799,1.2351389184905,1.098190690735,0.96114040919597,0.82400076942584,0.68678449141201,0.54950431610983,0.41217300196473,0.27480332142515,0.13740805744824,0
980,770.35172716804,762.78387563945,739.90441154024,701.26316003302,646.35247658553,574.91815466191,487.29744616775,384.70734759975,269.41186401957,144.71865913886,14.790201590095,13.472951381425,12.148076518495,10.816302235895,9.4783651334715,8.1350120100692,6.7869986645594,5.4350886680763,4.0800521111799,2.7226643298584,1.3637046146359,1.2276915356977,1.0915657370164,0.95533966645824,0.819025798858,0.68263663267853,0.54618468665805,0.409682496447,0.27314261123609,0.13657759037737,0
990,768.08392798918,760.48870649635,737.5389711425,698.81765114481,643.864605913,572.47732670239,485.037229895,382.78704038614,267.99044791483,143.92644767649,14.704387892182,13.394480892019,12.077075867601,10.75288659089,9.4226378344699,8.0870642417694,6.7469091660263,5.4029234815162,4.0558643707136,2.7064940913463,1.3555787271843,1.2203720910761,1.0850546715295,0.94963870376917,0.81413644910675,0.67856019170951,0.54292223535687,0.40723490018712,0.27151051943571,0.13576143616684,0
1000,765.80761743701,758.18683302912,735.17188098271,696.37775028181,641.39024974161,570.05677887,482.80125102205,380.89095233373,266.58889895991,143.14601044362,14.619970161323,13.317294071283,12.007242572273,10.690518325847,9.3678346444162,8.0399143965253,6.7074888821512,5.3712966814141,4.0320824802079,2.6905958765404,1.3475901712926,1.2131764439006,1.0786538067082,0.94403428915675,0.80932994592994,0.67455285382675,0.53971510862294,0.40482882192299,0.26990611800397,0.13495913065302,0
